Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@public getContractedGraph() : ElementGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@public getContractedGraph() : ElementGraph,"[BlameRes(sha1='efb60093f78ed66edc8c0ddc0f9da509736cdea2', oline='80', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@public hasNext() : boolean,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@public hasNext() : boolean,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='79', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@public next() : ElementSubGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@public next() : ElementSubGraph,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='108', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@public remove() : void,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@public remove() : void,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='126', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private plannerContext : PlannerContext,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private plannerContext : PlannerContext,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='29', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private flowElementGraph : ElementGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private flowElementGraph : ElementGraph,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='30', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private contractedTransformer : ContractedTransformer,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private contractedTransformer : ContractedTransformer,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='32', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private graphFinder : GraphFinder,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private graphFinder : GraphFinder,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='33', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private elementExcludes : Set<FlowElement>,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private elementExcludes : Set<FlowElement>,"[BlameRes(sha1='c15d5d7f0dc3f49f7c30bb2758947b082bed8455', oline='32', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private contractedGraph : ElementGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private contractedGraph : ElementGraph,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='36', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private contractedTransformed : Transformed<ElementGraph>,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private contractedTransformed : Transformed<ElementGraph>,"[BlameRes(sha1='705734a1a344fb8d66b5379bed1c13fa0d06ae4d', oline='34', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private firstOnly : boolean,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private firstOnly : boolean,"[BlameRes(sha1='193f3836bd0b66dea3d6770a24dc10012e5908e3', oline='39', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private match : Match,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private match : Match,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='39', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@private matches : List<Match>,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@private matches : List<Match>,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='42', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java@package count : int,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/iterator/ExpressionSubGraphIterator.java@package count : int,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='44', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/SubGraphIterator.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@public getContractionGraph() : ExpressionGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@public getContractionGraph() : ExpressionGraph,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='29', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@public getExpressionGraph() : ExpressionGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@public getExpressionGraph() : ExpressionGraph,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='34', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,"cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@public partition(plannerContext PlannerContext, elementGraph ElementGraph, excludes Collection<FlowElement>) : Partitions","cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@public partition(plannerContext PlannerContext, elementGraph ElementGraph, excludes Collection<FlowElement>) : Partitions","[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='61', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Rename Variable,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@annotations : EnumMultiMap,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@annotationMap : EnumMultiMap,"[BlameRes(sha1='6e6010029e03d234b5e7b02af66b8ab71cd1a449', oline='81', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Add Method Annotation,"cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@public partition(plannerContext PlannerContext, elementGraph ElementGraph, excludes Collection<FlowElement>) : Partitions",cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@@Override,"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='61', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@protected contractionGraph : ExpressionGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@protected contractionGraph : ExpressionGraph,"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='23', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@protected expressionGraph : ExpressionGraph,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@protected expressionGraph : ExpressionGraph,"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='24', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java@protected annotations : ElementAnnotation[],cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/partitioner/ExpressionGraphPartitioner.java@protected annotations : ElementAnnotation[],"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='25', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/GraphPartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@public setAnnotations(annotations ElementAnnotation...) : RulePartitioner,cascading-core/src/main/java/cascading/flow/planner/rule/partitioner/ExpressionRulePartitioner.java@public setAnnotations(annotations ElementAnnotation...) : RulePartitioner,"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='80', file_name='cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@public setAnnotationExcludes(annotationExcludes Enum...) : void,cascading-core/src/main/java/cascading/flow/planner/rule/partitioner/ExpressionRulePartitioner.java@public setAnnotationExcludes(annotationExcludes Enum...) : void,"[BlameRes(sha1='860d74be8c8c5cea348d271a18b40c79b654dd35', oline='94', file_name='cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@public addAnnotationExclude(exclude Enum) : RulePartitioner,cascading-core/src/main/java/cascading/flow/planner/rule/partitioner/ExpressionRulePartitioner.java@public addAnnotationExclude(exclude Enum) : RulePartitioner,"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='87', file_name='cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Method,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@public getAnnotationExcludes() : Enum[],cascading-core/src/main/java/cascading/flow/planner/rule/partitioner/ExpressionRulePartitioner.java@public getAnnotationExcludes() : Enum[],"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='98', file_name='cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Add Method Annotation,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@public getAnnotationExcludes() : Enum[],cascading-core/src/main/java/cascading/flow/planner/rule/partitioner/ExpressionRulePartitioner.java@@Override,"[BlameRes(sha1='8bf95044ac61af231faabee72026e3e56828f2ab', oline='98', file_name='cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Push Down Attribute,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@package annotationExcludes : Enum[],cascading-core/src/main/java/cascading/flow/planner/rule/partitioner/ExpressionRulePartitioner.java@package annotationExcludes : Enum[],"[BlameRes(sha1='705734a1a344fb8d66b5379bed1c13fa0d06ae4d', oline='14', file_name='cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Change Method Access Modifier,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/Partitions.java@public getGraphPartitioner() : GraphPartitioner,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@protected getGraphPartitioner() : GraphPartitioner,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='27', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/Partitions.java')]",
cascading,2,"('3b0ffd95978d4ca3a08d623d58b098bca580a898', '84c1a68e1ef499bcaef20e72531055f21352101b')",Move Method,cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/Partitions.java@public getGraphPartitioner() : GraphPartitioner,cascading-core/src/main/java/cascading/flow/planner/rule/RulePartitioner.java@protected getGraphPartitioner() : GraphPartitioner,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='27', file_name='cascading-core/src/main/java/cascading/flow/planner/iso/subgraph/Partitions.java')]",
